Country Name,"Country Code","Series Name","Series Code","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
Afghanistan,"AFG","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Electricity production from oil sources (% of total)","EG.ELC.PETR.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","282.9206479","273.7204323","312.3565311","375.03787","415.4291009","416.1362445","434.3793696","526.538103","637.380564","629.1023363","533.0925192"
Afghanistan,"AFG","Export volume index (2000 = 100)","TX.QTY.MRCH.XD.WD","119.1864707","99.85241318","125.5177191","156.2609155","176.2261433","185.5815554","190.9672688","212.9677288","248.4472468","241.2582739","198.2210456"
Afghanistan,"AFG","Import value index (2000 = 100)","TM.VAL.MRCH.XD.WD","438.3253281","554.0455959","771.2416744","727.4804064","657.3003727","656.7642887","555.6732908","600.8184397","629.8601237","576.3078911","609.8328424"
Afghanistan,"AFG","Import volume index (2000 = 100)","TM.QTY.MRCH.XD.WD","293.2515668","323.8762616","455.7755705","436.9970269","403.6790253","451.7671783","400.1421975","414.0719896","408.5466033","385.2441925","415.6440799"
Afghanistan,"AFG","GDP (current US$)","NY.GDP.MKTP.CD","15856678596.148","17805113118.8938","19907317065.6666","20146404996.223","20497126770.1335","19134211763.859","18116562464.9088","18753469630.2586","18053228578.8878","18799450742.7823","20116137325.8206"
Afghanistan,"AFG","Gross national expenditure (current US$)","NE.DAB.TOTL.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","4","5","5.454545455","5.9","7","8.26","NA","NA","NA","NA","NA"
Afghanistan,"AFG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.1785375238942","11.8041858089129","6.44121280934118","7.38577178397857","4.67399603536339","-0.661709164713696","4.38389195513914","4.9759515055383","0.626149149168811","2.30237251516844","NA"
Afghanistan,"AFG","Military expenditure (current USD)","MS.MIL.XPND.CD","298146852.519599","325807003.657989","238583385.374322","217194107.113298","268227074.235808","199518614.831897","185878310.062383","191407113.244397","198074728.574408","225835643.869378","279576954.925193"
Afghanistan,"AFG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.94583569418812","1.82134545354632","1.17541612009987","1.07694976762403","1.29801287790022","0.994575822723645","0.956772140958855","0.945226799939516","1.00674629248273","1.11823060279695","1.36968441109766"
Afghanistan,"AFG","Net lending (+) / net borrowing (-) (current LCU)","GC.NLD.TOTL.CN","10916152135.974","-5364088555.04407","-6591893814.54199","25993000000","-22910989520.611","-15656667972.9301","8264429512.41931","4571136655.33997","NA","NA","NA"
Afghanistan,"AFG","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","34.89884717","36.4251488","37.96080939","39.50601764","41.06096635","42.62602284","44.20121748","45.78912703","47.39066209","49.00616952","50.49964687"
Afghanistan,"AFG","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","19.11514598","19.96687464","20.81883173","21.67101839","22.52343729","23.37620582","24.22920784","25.08389212","25.94051208","26.79895584","27.58895624"
Afghanistan,"AFG","Population, total","SP.POP.TOTL","29185511","30117411","31161378","32269592","33370804","34413603","35383028","36296111","37171922","38041757","38928341"
Afghanistan,"AFG","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","48.8247575997556","48.815783003393","48.7671116469881","48.7000703324666","48.6413243145116","48.607049369402","48.5996676146541","48.611615718279","48.6358467017121","48.6623948520569","48.6845201032328"
Afghanistan,"AFG","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","51.1752424002444","51.184216996607","51.2328883530119","51.2999296675334","51.3586756854884","51.392950630598","51.4003323853459","51.388384281721","51.3641532982879","51.3376051479431","51.3154798967672"
Afghanistan,"AFG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","23.7","24.7","28.2","26.3","24.2","21.5","22.2","23","23.4","25.6","NA"
Afghanistan,"AFG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","367558312.223163","404289186.086979","386187944.904074","413359934.76513","420858690.571858","359944575.704731","430652279.218302","431207927.340623","499788300.496635","498057828.926093","NA"
Albania,"ALB","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","9.40321384921761","8.6880686202108","8.57260551621615","8.37202848400172","8.57767650544447","9.52613760004086","9.72674268211039","10.1674386450836","10.1487235239214","10.4526747755214","10.391946180817"
Albania,"ALB","Bank liquid reserves to bank assets ratio (%)","FD.RES.LIQU.AS.ZS","14.5679297597043","13.4781703338655","13.4116420680625","13.8934718904676","13.613306594314","18.0836084389384","18.0510824834496","17.3672455748525","17.8285791965924","15.2155347268185","19.6803723816912"
Albania,"ALB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","13.9629797358261","18.7693391614872","22.4938973002521","23.4927778636215","22.8027340584494","18.1685740476933","18.2699521882911","13.2325333809177","11.0845819952486","8.36895800668083","8.11389988443137"
Albania,"ALB","Consumer price index (2010 = 100)","FP.CPI.TOTL","100","103.429123247222","105.530381748189","107.575160377427","109.324187306059","113.151854885974","112.736228649787","115.059269640307","117.392740239274","119.049258384382","120.978911881374"
Albania,"ALB","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","100","100","99.9","100","99.95","99.98","99.89","99.89","100","100","NA"
Albania,"ALB","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","FX.OWN.TOTL.OL.ZS","NA","28.7292594909668","NA","NA","40.402702331543","NA","NA","42.5132484436035","NA","NA","NA"
Albania,"ALB","Adjusted net national income (current US$)","NY.ADJ.NNTY.CD","10190743725.7709","10846764003.6072","10175711201.7362","10900546594.0819","11123205138.2531","9426795636.13788","9917729742.00647","10697748755.0788","12400890188.4463","12328642743.2557","NA"
Albania,"ALB","Adjusted savings: energy depletion (current US$)","NY.ADJ.DNGY.CD","72306210.2728464","195677137.316291","215347010.509154","211575077.177762","250947807.598033","104159290.333839","97999862.9668166","93265681.611526","144572109.9779","124687724.858979","NA"
Albania,"ALB","Adjusted savings: mineral depletion (current US$)","NY.ADJ.DMIN.CD","8289674.65260233","14226364.751095","9841060.71144393","6950485.89048465","8034531.58530126","3903046.6834236","153023.817072743","0","2855306.64984129","1783616.7571548","NA"
Albania,"ALB","Adjusted savings: net forest depletion (current US$)","NY.ADJ.DFOR.CD","0","10788627.6025757","8292670.36815007","7162805.90179875","6943805.839695","6119007.07799797","4695712.22882316","5103178.45489326","4965123.18650357","4159145.23858881","NA"
Albania,"ALB","Adjusted savings: particulate emission damage (current US$)","NY.ADJ.DPEM.CD","28033360.7712506","34980888.7805786","34730383.2628216","33282893.6357333","34051027.1015683","29298208.811423","31389422.5532493","34690935.7549339","40208267.8083525","39765608.2310091","NA"
Albania,"ALB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","1.57225093811545","1.73482330790188","1.57909199452076","1.65452427763954","1.80678854066866","1.75998705871449","1.71412617289866","1.94887203810602","1.93973156347946","NA","NA"
Albania,"ALB","Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","NA","NA","NA","91.4131622314453","NA","91.9454193115234","91.6376113891602","91.7005386352539","93.8843688964844","86.8448181152344","NA"
Albania,"ALB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","4.7457962","4.79534149","5.05526543","5.38561106","5.50347328","4.89631176","4.91601658","5.01263571","5.23207188","NA","NA"
Albania,"ALB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","6.841","6.915","6.996","7.096","7.219","7.367","7.534","7.714","7.898","8.082","8.263"
Albania,"ALB","Ease of doing business score (0 = lowest performance to 100 = best performance)","IC.BUS.DFRN.XQ","NA","NA","NA","NA","NA","58.07559","64.16093","66.8377","66.99561","67.74847","NA"
Albania,"ALB","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","NA","11.4996995925903","12.3950004577637","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","NA","12.5238599777222","13.4587697982788","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","12.0026302337646","12.8996601104736","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","NA","94.4313430786133","94.2600173950195","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","NA","97.3151626586914","96.8914184570313","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","NA","95.8474731445313","95.5083923339844","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","NA","9.99767017364502","11.884690284729","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","NA","11.1107997894287","12.8248901367188","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","NA","10.5442800521851","12.3307304382324","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","NA","NA","0.108869999647141","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","NA","NA","0.0682799965143204","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","NA","NA","0.0896200016140938","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","NA","82.1525268554688","85.2160415649414","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","NA","88.4118194580078","89.4293823242188","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","NA","85.2262191772461","87.2148971557617","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1943.34335385842","2205.70392004668","2118.32777605579","2533.25282927106","2309.36650255581","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","0","0","0","0","0","0","NA","NA","NA","NA","NA"
Albania,"ALB","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","99.9867864693446","98.5922214268671","100","100","100","100","NA","NA","NA","NA","NA"
Albania,"ALB","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","0","0","0","0","0","0","NA","NA","NA","NA","NA"
Albania,"ALB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","NA","NA","NA","NA","NA","NA"
Albania,"ALB","Electricity production from oil sources (% of total)","EG.ELC.PETR.ZS","0.0132135306553911","1.4077785731329","0","0","0","0","NA","NA","NA","NA","NA"
Albania,"ALB","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","590.7193667","746.1541992","752.6346183","891.6876461","929.1332777","733.0066501","749.212858","876.7299781","1097.548787","1038.611726","958.5055199"
Albania,"ALB","Export volume index (2000 = 100)","TX.QTY.MRCH.XD.WD","406.3488936","448.2848123","459.308848","555.1682866","591.8676932","530.0958939","554.1193391","614.2019313","727.2271808","701.36435","651.9318431"
Albania,"ALB","Import value index (2000 = 100)","TM.VAL.MRCH.XD.WD","403.9034139","494.6326684","447.5703128","449.4048","478.7307835","394.3906696","422.9254747","483.1710525","543.1755411","540.5527953","510.5957336"
Albania,"ALB","Import volume index (2000 = 100)","TM.QTY.MRCH.XD.WD","261.9950827","279.0192196","260.1642529","265.2338239","284.2651081","262.9024389","291.3589072","324.6098033","345.3940949","349.8628949","332.0269313"
Albania,"ALB","GDP (current US$)","NY.GDP.MKTP.CD","11926922828.9911","12890764531.3284","12319830437.3467","12776220507.0162","13228147516.1168","11386850129.8411","11861199830.8396","13019689336.6919","15156432309.8977","15400242874.8812","14887629268.2927"
Albania,"ALB","Gross national expenditure (current US$)","NE.DAB.TOTL.CD","14261661761.4375","15557500312.2033","14431479735.4882","15217419456.1897","15597826697.0042","13393719122.5587","13931477697.0014","15123541309.8237","17324467539.3465","17684181362.3569","NA"
Albania,"ALB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","45","47","49.4","51.8","54.3","56.9","59.6","62.4","65.4","68.55039112","72.23767711"
Albania,"ALB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.62604695579817","3.42912324722164","2.03159268395298","1.93762080205227","1.62586504402607","3.50120835492656","-0.367317209784628","2.0605984592022","2.02805963071136","1.41109078954248","1.62088661717004"
Albania,"ALB","Military expenditure (current USD)","MS.MIL.XPND.CD","185893241.995074","197006789.236335","183204695.660212","180015508.820867","178120368.027763","132350667.590834","130853162.620284","144382688.719935","175886688.575874","197225913.318893","222022691.273437"
Albania,"ALB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","1.55859189302349","1.52826633776627","1.48708257655216","1.40898210141146","1.34651599128914","1.16230386432234","1.10358100880452","1.10869638590383","1.16126612950916","1.29108711382404","1.53546471347491"
Albania,"ALB","Net lending (+) / net borrowing (-) (current LCU)","GC.NLD.TOTL.CN","NA","-50736490000","-52071700000","-71901190000","-43868850000","-43436020000","-37266410000","-22742499000","-20781630000","-24293790000","NA"
Albania,"ALB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","95.17215972","95.69849376","96.21027103","96.7065609","97.18802044","97.65496533","98.10790338","98.54729837","98.97364391","99.18306692","99.29879315"
Albania,"ALB","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","62.30062916","64.32740144","66.38085219","68.45983191","70.56325981","70.59197092","70.61650808","70.63694219","70.65335019","70.66585365","70.67453739"
Albania,"ALB","Population, total","SP.POP.TOTL","2913021","2905195","2900401","2895092","2889104","2880703","2876101","2873457","2866376","2854191","2837743"
Albania,"ALB","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","49.6250545703587","49.5302023047865","49.4109483883654","49.2845207708001","49.1733783745991","49.0937975259849","49.0529987420434","49.0463977665664","49.0630945959306","49.0861056894117","49.1029953436653"
Albania,"ALB","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","50.3749454296413","50.4697976952135","50.5890516116346","50.7154792291999","50.8266216254009","50.9062024740151","50.9470012579566","50.9536022334336","50.9369054040694","50.9138943105883","50.8970046563347"
Albania,"ALB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","4.9","4.1","3.5","3.9","4.4","4.7","4.3","4.1","4","3.9","NA"
Albania,"ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","NA","69.6376739165201","63.6691526405469","70.5807697920008","73.3202274771466","79.8644181475793","80.7355819675527","NA","NA","NA","NA"
Algeria,"DZA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","7181687006.34","8851346033.796","9164407101.444","9166596027.288","9338225682.24","7232881067.916","7077377989.08","7485724338.876","7638279068.616","7455347408.796","NA"
Algeria,"DZA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","7.87548715583414","7.93214892552151","7.86879415149705","7.47774052883116","8.3315132310517","8.99272511297965","10.2334664654346","10.8740643481131","10.821636390091","NA","NA"
Algeria,"DZA","Bank liquid reserves to bank assets ratio (%)","FD.RES.LIQU.AS.ZS","86.039166269091","83.3507498570299","73.9940701435763","59.2910068228081","49.2912886362392","33.0898423773576","17.4649017678272","23.1559036779135","22.9950972361017","17.4585468301866","14.6126163025575"
Algeria,"DZA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","18.31","14.3983059633084","11.7263814541696","10.5639712164989","9.9349604753277","9.76734535087824","12.0891590616386","12.9585022894491","12.6974012595366","NA","NA"
Algeria,"DZA","Consumer price index (2010 = 100)","FP.CPI.TOTL","100","104.524211505053","113.81793046074","117.521838067973","120.94986420025","126.736646357875","134.844870195013","142.384203185789","148.463994714821","151.361667767746","155.017250238567"
Algeria,"DZA","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Algeria,"DZA","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Algeria,"DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","98.8218383789063","98.8479919433594","98.7646604654583","98.9772567749023","99.0740356445313","99.1868896484375","99.4028701782227","99.6151351928711","99.6419219970703","99.5","NA"
