Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,282.92,273.72,312.36,375.04,415.43,416.14,434.38,526.54,637.38,629.10,533.09
Afghanistan,AFG,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,119.19,99.85,125.52,156.26,176.23,185.58,190.97,212.97,248.45,241.26,198.22
Afghanistan,AFG,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,438.33,554.05,771.24,727.48,657.30,656.76,555.67,600.82,629.86,576.31,609.83
Afghanistan,AFG,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,293.25,323.88,455.78,437.00,403.68,451.77,400.14,414.07,408.55,385.24,415.64
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,15856678596.15,17805113118.89,19907317065.67,20146404996.22,20497126770.13,19134211763.86,18116562464.91,18753469630.26,18053228578.89,18799450742.78,20116137325.82
Afghanistan,AFG,Gross national expenditure (current US$),NE.DAB.TOTL.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.00,5.00,5.45,5.90,7.00,8.26,NA,NA,NA,NA,NA
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.18,11.80,6.44,7.39,4.67,-0.66,4.38,4.98,0.63,2.30,NA
Afghanistan,AFG,Military expenditure (current USD),MS.MIL.XPND.CD,298146852.50,325807003.70,238583385.40,217194107.10,268227074.20,199518614.80,185878310.10,191407113.20,198074728.60,225835643.90,279576954.90
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.95,1.82,1.18,1.08,1.30,0.99,0.96,0.95,1.01,1.12,1.37
Afghanistan,AFG,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,10916152136.00,-5364088555.00,-6591893815.00,25993000000.00,-22910989521.00,-15656667973.00,8264429512.00,4571136655.00,NA,NA,NA
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,34.90,36.43,37.96,39.51,41.06,42.63,44.20,45.79,47.39,49.01,50.50
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.12,19.97,20.82,21.67,22.52,23.38,24.23,25.08,25.94,26.80,27.59
Afghanistan,AFG,"Population, total",SP.POP.TOTL,29185511.00,30117411.00,31161378.00,32269592.00,33370804.00,34413603.00,35383028.00,36296111.00,37171922.00,38041757.00,38928341.00
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.82,48.82,48.77,48.70,48.64,48.61,48.60,48.61,48.64,48.66,48.68
Afghanistan,AFG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.18,51.18,51.23,51.30,51.36,51.39,51.40,51.39,51.36,51.34,51.32
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,23.70,24.70,28.20,26.30,24.20,21.50,22.20,23.00,23.40,25.60,NA
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,367558312.22,404289186.09,386187944.90,413359934.77,420858690.57,359944575.70,430652279.22,431207927.34,499788300.50,498057828.93,NA
Albania,ALB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,9.40,8.69,8.57,8.37,8.58,9.53,9.73,10.17,10.15,10.45,10.39
Albania,ALB,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,14.57,13.48,13.41,13.89,13.61,18.08,18.05,17.37,17.83,15.22,19.68
Albania,ALB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,13.96,18.77,22.49,23.49,22.80,18.17,18.27,13.23,11.08,8.37,8.11
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,100.00,103.43,105.53,107.58,109.32,113.15,112.74,115.06,117.39,119.05,120.98
Albania,ALB,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.00,100.00,99.90,100.00,99.95,99.98,99.89,99.89,100.00,100.00,NA
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,NA,28.73,NA,NA,40.40,NA,NA,42.51,NA,NA,NA
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,10190743725.77,10846764003.61,10175711201.74,10900546594.08,11123205138.25,9426795636.14,9917729742.01,10697748755.08,12400890188.45,12328642743.26,NA
Albania,ALB,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,72306210.27,195677137.32,215347010.51,211575077.18,250947807.60,104159290.33,97999862.97,93265681.61,144572109.98,124687724.86,NA
Albania,ALB,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,8289674.65,14226364.75,9841060.71,6950485.89,8034531.59,3903046.68,153023.82,0.00,2855306.65,1783616.76,NA
Albania,ALB,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0.00,10788627.60,8292670.37,7162805.90,6943805.84,6119007.08,4695712.23,5103178.45,4965123.19,4159145.24,NA
Albania,ALB,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,28033360.77,34980888.78,34730383.26,33282893.64,34051027.10,29298208.81,31389422.55,34690935.75,40208267.81,39765608.23,NA
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.57,1.73,1.58,1.65,1.81,1.76,1.71,1.95,1.94,NA,NA
Albania,ALB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,NA,NA,NA,91.41,NA,91.95,91.64,91.70,93.88,86.84,NA
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.75,4.80,5.06,5.39,5.50,4.90,4.92,5.01,5.23,NA,NA
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.84,6.92,7.00,7.10,7.22,7.37,7.53,7.71,7.90,8.08,8.26
Albania,ALB,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,NA,NA,NA,NA,NA,58.08,64.16,66.84,67.00,67.75,NA
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,NA,11.50,12.40,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,NA,12.52,13.46,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,NA,12.00,12.90,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,NA,94.43,94.26,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,NA,97.32,96.89,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,NA,95.85,95.51,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,NA,10.00,11.88,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,NA,11.11,12.82,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,NA,10.54,12.33,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,NA,82.15,85.22,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,NA,88.41,89.43,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,NA,85.23,87.21,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1943.34,2205.70,2118.33,2533.25,2309.37,NA,NA,NA,NA,NA,NA
Albania,ALB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA
Albania,ALB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,99.99,98.59,100.00,100.00,100.00,100.00,NA,NA,NA,NA,NA
Albania,ALB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.00,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.00,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA
Albania,ALB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.01,1.41,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA
Albania,ALB,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,590.72,746.15,752.63,891.69,929.13,733.01,749.21,876.73,1097.55,1038.61,958.51
Albania,ALB,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,406.35,448.28,459.31,555.17,591.87,530.10,554.12,614.20,727.23,701.36,651.93
Albania,ALB,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,403.90,494.63,447.57,449.40,478.73,394.39,422.93,483.17,543.18,540.55,510.60
Albania,ALB,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,262.00,279.02,260.16,265.23,284.27,262.90,291.36,324.61,345.39,349.86,332.03
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,11926922828.99,12890764531.33,12319830437.35,12776220507.02,13228147516.12,11386850129.84,11861199830.84,13019689336.69,15156432309.90,15400242874.88,14887629268.29
Albania,ALB,Gross national expenditure (current US$),NE.DAB.TOTL.CD,14261661761.44,15557500312.20,14431479735.49,15217419456.19,15597826697.00,13393719122.56,13931477697.00,15123541309.82,17324467539.35,17684181362.36,NA
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.00,47.00,49.40,51.80,54.30,56.90,59.60,62.40,65.40,68.55,72.24
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.63,3.43,2.03,1.94,1.63,3.50,-0.37,2.06,2.03,1.41,1.62
Albania,ALB,Military expenditure (current USD),MS.MIL.XPND.CD,185893242.00,197006789.20,183204695.70,180015508.80,178120368.00,132350667.60,130853162.60,144382688.70,175886688.60,197225913.30,222022691.30
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.56,1.53,1.49,1.41,1.35,1.16,1.10,1.11,1.16,1.29,1.54
Albania,ALB,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,NA,-50736490000.00,-52071700000.00,-71901190000.00,-43868850000.00,-43436020000.00,-37266410000.00,-22742499000.00,-20781630000.00,-24293790000.00,NA
Albania,ALB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,95.17,95.70,96.21,96.71,97.19,97.65,98.11,98.55,98.97,99.18,99.30
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,62.30,64.33,66.38,68.46,70.56,70.59,70.62,70.64,70.65,70.67,70.67
Albania,ALB,"Population, total",SP.POP.TOTL,2913021.00,2905195.00,2900401.00,2895092.00,2889104.00,2880703.00,2876101.00,2873457.00,2866376.00,2854191.00,2837743.00
Albania,ALB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.63,49.53,49.41,49.28,49.17,49.09,49.05,49.05,49.06,49.09,49.10
Albania,ALB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.37,50.47,50.59,50.72,50.83,50.91,50.95,50.95,50.94,50.91,50.90
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.90,4.10,3.50,3.90,4.40,4.70,4.30,4.10,4.00,3.90,NA
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,NA,69.64,63.67,70.58,73.32,79.86,80.74,NA,NA,NA,NA
Algeria,DZA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,7181687006.34,8851346033.80,9164407101.44,9166596027.29,9338225682.24,7232881067.92,7077377989.08,7485724338.88,7638279068.62,7455347408.80,NA
Algeria,DZA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.88,7.93,7.87,7.48,8.33,8.99,10.23,10.87,10.82,NA,NA
Algeria,DZA,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,86.04,83.35,73.99,59.29,49.29,33.09,17.46,23.16,23.00,17.46,14.61
Algeria,DZA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,18.31,14.40,11.73,10.56,9.93,9.77,12.09,12.96,12.70,NA,NA
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,100.00,104.52,113.82,117.52,120.95,126.74,134.84,142.38,148.46,151.36,155.02
Algeria,DZA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.82,98.85,98.76,98.98,99.07,99.19,99.40,99.62,99.64,99.50,NA
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,NA,39.88,NA,NA,57.48,NA,NA,48.75,NA,NA,NA
Algeria,DZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,123014603968.84,146056449219.05,152541074934.04,154597330021.99,160220684892.43,130786408490.88,133021633258.19,137161450969.06,135974440866.91,134070685847.85,NA
Algeria,DZA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,27559413465.54,40351589736.06,40550791969.99,36882097890.87,32176360265.43,16139078181.03,11757680837.80,14783539669.89,19538727019.62,17005321429.97,NA
Algeria,DZA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,26023305.84,29405618.06,29861066.13,17496417.33,8810257.38,4832687.65,4694946.45,5769651.72,6701876.11,2857004.41,NA
Algeria,DZA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,173349259.78,199308392.35,217585529.85,191247448.95,309919732.70,283757941.06,221123141.47,277674135.55,140252459.59,166769816.09,NA
Algeria,DZA,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,613457583.86,724404386.09,725015771.05,743406063.61,715835518.07,552948939.01,520653438.14,553135870.66,564408459.58,566844688.78,NA
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.14,3.22,3.39,3.41,3.57,3.67,3.54,3.51,3.59,NA,NA
Algeria,DZA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.12,5.27,6.00,6.04,6.55,6.98,6.61,6.28,6.16,6.24,NA
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.66,4.67,4.69,4.70,4.71,4.72,4.72,4.72,4.72,4.72,4.72
Algeria,DZA,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,NA,NA,NA,NA,NA,44.25,46.11,46.23,48.50,48.60,NA
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
